vin,serial_number,model,factory,engine_type,fuel_type,transmission,chassis_number,emission_standard,production_date,delivery_date,first_registration_date,mileage,fuel_consumption,accident_date,accident_type,repair_cost,service_records,recall_status_raw,previous_owners,power_output_kw,power_output_ps,owner_id,region_code,owner_country,nearest_centre_id,distance_to_nearest_centre_km
WBA00000000000207,SN250207,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050207,Zero Emission,2025-06-12,2025-07-17,2025-07-15,1696,0.0,,,0.00,Partial,Closed,1,400,544,OWN-00187,EU-WE,NL,SC-SPB,131
WBA00000000000263,SN220263,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050263,Zero Emission,2022-09-25,2022-10-08,2022-10-08,38558,0.0,,,0.00,Partial,Open,1,400,544,OWN-00283,EU-DE,DE,SC-STU,199
WBA00000000000228,SN220228,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050228,Zero Emission,2022-09-27,2022-10-26,2022-11-10,33357,0.0,,,0.00,Partial,,1,400,544,OWN-00031,US-CTRL,US-TX,SC-DAL,138
WBA00000000000047,SN200047,i5 eDrive40 (G60),Dingolfing,Single-motor electric (Gen5),Electric,Automatic,CH0000050047,Zero Emission,2023-01-01,2023-01-25,2023-01-26,114742,0.0,,,0.00,Up to date,,2,250,340,OWN-00285,EU-WE,CH,SC-CHI,33
WBA00000000000236,SN170236,i5 eDrive40 (G60),Dingolfing,Single-motor electric (Gen5),Electric,Automatic,CH0000050236,Zero Emission,2023-01-01,2023-01-14,2023-02-23,228090,0.0,,,0.00,Up to date,Closed,0,250,340,OWN-00286,EU-WE,CH,SC-FRA,15
WBA00000000000139,SN160139,i5 eDrive40 (G60),Dingolfing,Single-motor electric (Gen5),Electric,Automatic,CH0000050139,Zero Emission,2023-01-01,2023-01-27,2023-01-31,96802,0.0,,,0.00,Up to date,Closed,0,250,340,OWN-00236,US-EAST,US-NY,SC-NYC,180
WBA00000000000200,SN180200,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050200,Zero Emission,2023-01-01,2023-01-16,2023-01-21,203638,0.0,,,0.00,Up to date,,2,485,660,OWN-00107,US-EAST,US-GA,SC-NYC,86
WBA00000000000164,SN180164,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050164,Zero Emission,2023-01-01,2023-01-23,2023-01-26,70475,0.0,2023-11-20,Rear-end,7355.00,Up to date,Open,0,485,660,OWN-00289,EU-DE,DE,SC-STU,143
WBA00000000000221,SN160221,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050221,Zero Emission,2023-01-01,2023-02-07,2023-01-22,85329,0.0,,,0.00,Up to date,,1,485,660,OWN-00290,EU-WE,AT,SC-SPB,54
WBA00000000000098,SN190098,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050098,Zero Emission,2023-01-01,2023-01-27,2023-02-01,38423,0.0,,,0.00,Partial,Open,1,485,660,OWN-00291,EU-DE,DE,SC-REG,166
WBA00000000000036,SN200036,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050036,Zero Emission,2023-01-01,2023-01-28,2023-01-24,115729,0.0,,,0.00,Up to date,,0,485,660,OWN-00292,EU-DE,DE,SC-MUN,67
WBA00000000000291,SN180291,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050291,Zero Emission,2023-01-01,2023-02-15,2023-01-31,123233,0.0,,,0.00,Partial,Closed,1,485,660,OWN-00293,EU-DE,DE,SC-BER,73
WBA00000000000130,SN170130,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050130,Zero Emission,2023-01-01,2023-02-12,2023-01-19,143162,0.0,,,0.00,Up to date,,0,485,660,OWN-00294,EU-NE,GB,SC-SPB,127
WBA00000000000116,SN230116,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050116,Zero Emission,2023-10-26,2023-12-01,2023-11-25,57930,0.0,2025-12-31,Vandalism,4481.00,Up to date,,0,485,660,OWN-00295,EU-WE,AT,SC-DAL,48
WBA00000000000033,SN210033,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050033,EURO 6e-bis,2024-01-01,2024-01-18,2024-02-26,57629,6.9,,,0.00,Partial,,1,293,398,OWN-00278,EU-WE,AT,SC-HAM,92
WBA00000000000156,SN240156,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050156,EURO 6e-bis,2024-02-01,2024-02-16,2024-02-29,7176,10.4,,,0.00,Partial,,1,293,398,OWN-00297,US-WEST,US-CA,SC-LAX,184
WBA00000000000174,SN160174,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050174,EURO 6e-bis,2024-01-01,2024-02-11,2024-01-24,98411,9.7,2025-01-22,Collision,2011.00,Up to date,,3,293,398,OWN-00298,US-WEST,US-CA,SC-LAX,106
WBA00000000000234,SN220234,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050234,EURO 6e-bis,2024-01-01,2024-02-08,2024-01-12,105265,8.2,,,0.00,Partial,,1,293,398,OWN-00299,US-EAST,US-NY,SC-NYC,105
WBA00000000000048,SN220048,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050048,Zero Emission,2022-11-06,2022-12-17,2022-12-16,29506,0.0,,,0.00,Up to date,Open,2,397,540,OWN-00300,EU-WE,BE,SC-FRA,187
WBA00000000000101,SN180101,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050101,Zero Emission,2021-01-01,2021-01-31,2021-01-31,85730,0.0,,,0.00,Partial,,1,397,540,OWN-00301,EU-WE,IT,SC-NYC,109
WBA00000000000294,SN250294,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050294,Zero Emission,2025-05-22,2025-06-29,2025-06-01,11592,0.0,,,0.00,Partial,Open,1,397,540,OWN-00302,EU-WE,BE,SC-CHI,183
WBA00000000000008,SN210008,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050008,Zero Emission,2021-07-14,2021-07-23,2021-08-23,48881,0.0,,,0.00,Up to date,,2,397,540,OWN-00303,EU-DE,DE,SC-BER,81
WBA00000000000299,SN150299,3 Series 330i (G21 LCI),Munich,I4 turbo (B48),Petrol,Automatic,CH0000050299,EURO 6e-bis,2019-01-01,2019-01-31,2019-02-10,224217,10.1,,,0.00,Partial,Open,3,190,258,OWN-00304,EU-DE,DE,SC-LEI,64
WBA00000000000079,SN250079,3 Series 330i (G21 LCI),Munich,I4 turbo (B48),Petrol,Automatic,CH0000050079,EURO 6e-bis,2025-05-17,2025-06-23,2025-06-23,10563,10.1,,,0.00,Up to date,,1,190,258,OWN-00305,EU-WE,BE,SC-FRA,181
WBA00000000000141,SN240141,3 Series 330i (G21 LCI),Munich,I4 turbo (B48),Petrol,Automatic,CH0000050141,EURO 6e-bis,2024-05-01,2024-06-05,2024-06-12,4704,11.4,,,0.00,Partial,,0,190,258,OWN-00306,EU-WE,FR,SC-NYC,182
WBA00000000000278,SN220278,3 Series 330i (G21 LCI),Munich,I4 turbo (B48),Petrol,Automatic,CH0000050278,EURO 6e-bis,2022-08-10,2022-09-06,2022-09-30,105521,6.8,,,0.00,Up to date,,2,190,258,OWN-00307,EU-WE,AT,SC-HAM,168
WBA00000000000249,SN240249,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050249,Zero Emission,2024-03-16,2024-04-09,2024-05-03,9792,0.0,2025-12-31,Collision,4317.00,Partial,Closed,0,400,544,OWN-00308,EU-DE,DE,SC-BER,16
WBA00000000000112,SN230112,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050112,Zero Emission,2023-02-14,2023-03-06,2023-03-08,97994,0.0,,,0.00,Up to date,Open,0,400,544,OWN-00309,EU-WE,CH,SC-MUN,31
WBA00000000000219,SN230219,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050219,Zero Emission,2023-04-07,2023-04-22,2023-05-22,22837,0.0,,,0.00,Partial,Open,1,230,313,OWN-00310,EU-DE,DE,SC-REG,52
WBA00000000000114,SN220114,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050114,Zero Emission,2023-01-01,2023-01-13,2023-01-27,79372,0.0,,,0.00,Partial,,1,230,313,OWN-00311,EU-WE,NL,SC-MTY,101
WBA00000000000061,SN200061,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050061,Zero Emission,2023-01-01,2023-01-08,2023-01-22,66363,0.0,2023-08-29,Rear-end,2795.00,Up to date,,2,230,313,OWN-00312,EU-DE,DE,SC-MUN,73
WBA00000000000194,SN190194,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050194,Zero Emission,2023-01-01,2023-01-30,2023-03-01,112406,0.0,,,0.00,Up to date,,0,230,313,OWN-00313,EU-DE,DE,SC-FRA,199
WBA00000000000121,SN180121,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050121,Zero Emission,2023-01-01,2023-01-18,2023-01-26,216819,0.0,,,0.00,Up to date,Open,0,230,313,OWN-00314,EU-DE,DE,SC-BER,27
WBA00000000000091,SN200091,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050091,Zero Emission,2023-01-01,2023-02-09,2023-02-02,72391,0.0,,,0.00,Partial,,1,230,313,OWN-00134,EU-WE,BE,SC-CHI,204
WBA00000000000076,SN170076,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050076,Zero Emission,2023-01-01,2023-01-25,2023-01-21,183340,0.0,,,0.00,Up to date,,0,230,313,OWN-00316,EU-WE,CH,SC-NYC,109
WBA00000000000165,SN150165,X5 M60e (G05 LCI),Spartanburg,I6 + e-motor PHEV (Gen5),Hybrid,Automatic,CH0000050165,EURO 6e-bis,2023-01-01,2023-01-30,2023-02-02,66965,5.6,,,0.00,Up to date,Closed,2,360,489,OWN-00317,US-CTRL,US-IL,SC-CHI,210
WBA00000000000216,SN240216,X5 M60e (G05 LCI),Spartanburg,I6 + e-motor PHEV (Gen5),Hybrid,Automatic,CH0000050216,EURO 6e-bis,2024-11-19,2024-12-19,2024-12-26,13064,6.5,,,0.00,Up to date,,1,360,489,OWN-00318,US-WEST,US-CA,SC-LAX,124
WBA00000000000066,SN170066,X5 M60e (G05 LCI),Spartanburg,I6 + e-motor PHEV (Gen5),Hybrid,Automatic,CH0000050066,EURO 6e-bis,2023-01-01,2023-02-10,2023-02-11,102314,5.2,2024-02-01,Minor,7397.00,Partial,,3,360,489,OWN-00319,US-WEST,US-CA,SC-LAX,218
WBA00000000000075,SN210075,X5 M60e (G05 LCI),Spartanburg,I6 + e-motor PHEV (Gen5),Hybrid,Automatic,CH0000050075,EURO 6e-bis,2023-01-01,2023-02-02,2023-01-25,16992,6.2,2024-08-02,Collision,7700.00,Up to date,,2,360,489,OWN-00320,US-CTRL,US-IL,SC-CHI,180
WBA00000000000063,SN160063,X5 M60e (G05 LCI),Spartanburg,I6 + e-motor PHEV (Gen5),Hybrid,Automatic,CH0000050063,EURO 6e-bis,2023-01-01,2023-02-07,2023-03-01,176188,6.4,2025-05-14,Rear-end,4601.00,Up to date,Closed,0,360,489,OWN-00321,US-CTRL,US-SC,SC-SPB,164
WBAEXT00002,SN300002,5 Series 530e (G60),Dingolfing,I4 turbo + e-motor PHEV (Gen5),Hybrid,Automatic,CH6000002,EURO 6e-bis,2025-10-21,2025-10-28,2025-11-01,0,0.0,,,,Up to date,,0,220,299,OWN-00322,EU-DE,DE,SC-BER,187
WBAEXT00007,SN300007,i7 xDrive60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH6000007,Zero Emission,2025-07-28,2025-09-10,2025-09-26,0,0.0,,,,Up to date,,0,400,544,OWN-00323,EU-DE,DE,SC-HAM,43
WBAEXT00008,SN300008,iX1 eDrive20 (U11 LCI),Regensburg,Single-motor electric (Gen5),Electric,Automatic,CH6000008,Zero Emission,2023-04-07,2023-04-22,2023-05-22,0,0.0,,,,Up to date,,0,150,204,OWN-00024,US-CTRL,US-TX,SC-DAL,204
WBAEXT00005,SN300005,X5 xDrive40i (G05 LCI),Spartanburg,"I6 turbo (B58, 381hp)",Petrol,Automatic,CH6000005,EURO 6e-bis,2024-11-26,2024-12-14,2025-01-02,0,7.5,,,,Up to date,,0,280,381,OWN-00325,US-EAST,US-GA,SC-MIA,32
